Rooms,Type,SellerG,Date,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Regionname,Propertycount,Price
4,t,Gilmar,19-08-2017,13.8,28022,4.0,3.0,2.0,,213,2014.0,Vicálvaro,10969,1225000
4,h,Inmobiliaria Interlar,19-08-2017,13.8,28013,,,,,,,Embajadores,10969,1250000
4,h,Inmobiliaria Zome,19-08-2017,13.8,28030,4.0,1.0,2.0,579.0,,,Puente de Vallecas,10969,1115000
6,h,Inmobiliaria Barreras,19-08-2017,13.8,28013,4.0,3.0,4.0,,,,Ciudad Universitaria,10969,1350000
4,t,Inmobiliaria Tecnorete,19-08-2017,13.8,28007,4.0,3.0,2.0,,,1990.0,Lavapiés,10969,1230000
3,h,Tecnocasa,19-08-2017,13.8,28010,,,,,,,Chamberí,10969,1165000
3,h,Look & Find,19-08-2017,13.8,28017,3.0,2.0,3.0,,,,Chueca,10969,1430000
3,t,Inmobiliaria Grupo Fincasa,19-08-2017,13.8,28024,,,,,,,Lavapiés,10969,1077000
3,t,Inmobiliaria Activa,19-08-2017,13.8,28019,3.0,2.0,2.0,335.0,239,2013.0,Villa de Vallecas,10969,1280000
2,u,Idealista,19-08-2017,13.8,28005,2.0,2.0,1.0,212.0,,2008.0,San Blas-Canillejas,10969,690000
3,h,Inmobiliaria Gicoc,19-08-2017,13.8,28014,3.0,1.0,2.0,,,1950.0,Chueca,10969,980000
4,h,Inmobiliaria NuevaVida,19-08-2017,13.8,28010,4.0,1.0,2.0,581.0,167,1960.0,Chamberí,10969,1595000
3,h,Inmobiliaria Gicoc,19-08-2017,35.2,28013,3.0,1.0,2.0,,,,Embajadores,17093,730000
4,h,Inmobiliaria Proincasa,19-08-2017,35.2,28010,4.0,2.0,2.0,,190,2007.0,Moratalaz,17093,710000
2,u,Alfa Inmobiliaria,19-08-2017,17.3,28010,2.0,1.0,1.0,,,,Moncloa-Aravaca,2866,799000
3,t,Inmobiliaria MetroCuadrado,19-08-2017,13.4,28023,3.0,1.0,1.0,300.0,,,Hortaleza,5713,881000
4,h,Engel & Völkers,19-08-2017,13.4,28007,4.0,2.0,2.0,543.0,,2006.0,Fuencarral-El Pardo,2867,1300000
3,h,Inmobiliaria Don Piso,19-08-2017,13.4,28020,3.0,1.0,3.0,,118,1960.0,Retiro,4387,1000000
4,h,Inmobiliaria Fincas Asesoria,19-08-2017,16.1,28030,4.0,2.0,1.0,,,,Embajadores,1390,880000
2,t,Inmobiliaria NuevaVida,19-08-2017,16.1,28029,2.0,2.0,1.0,189.0,,,Puente de Vallecas,1390,625000
3,u,Inmobiliaria Interlar,19-08-2017,10.5,28008,,,,,,,La Latina,10579,1500000
4,t,Donpiso,19-08-2017,10.5,28022,4.0,3.0,2.0,,,,Vicálvaro,10579,2020000
4,h,Inmobiliaria Tecnorete,19-08-2017,10.5,28029,4.0,4.0,4.0,753.0,,,Hortaleza,10579,3100000
4,h,Engel & Völkers,19-08-2017,10.5,28028,4.0,3.0,3.0,421.0,170,2000.0,Moratalaz,10579,1850000
3,h,Inmobiliaria Tecnorete,19-08-2017,10.5,28021,3.0,2.0,2.0,,222,2013.0,Embajadores,10579,2020000
4,h,Inmobiliaria Interlar,19-08-2017,10.5,28014,4.0,3.0,2.0,560.0,,,Salamanca,10579,2770000
3,t,Inmobiliaria Barreras,19-08-2017,10.5,28005,3.0,1.0,2.0,,101,1920.0,Chamberí,10579,1200000
4,h,Donpiso,19-08-2017,10.5,28022,4.0,1.0,2.0,,177,1925.0,Salamanca,10579,1740000
2,u,Inmobiliaria Interlar,19-08-2017,10.5,28006,,,,,,,Vicálvaro,10579,1250000
4,h,Alfa Inmobiliaria,19-08-2017,10.3,28011,4.0,3.0,2.0,221.0,,,Salamanca,6938,1300000
3,h,Vivienda2,19-08-2017,14.0,28032,3.0,1.0,5.0,670.0,,1980.0,Paseo de la Castellana,4294,637000
2,t,Inmobiliaria Don Piso,19-08-2017,14.0,28032,2.0,1.0,1.0,,108,2014.0,Carabanchel,4294,431000
3,h,Vivienda2,19-08-2017,14.0,28017,3.0,1.0,1.0,,112,1960.0,Vicálvaro,4294,582000
3,h,Inmobiliaria MetroCuadrado,19-08-2017,14.0,28017,3.0,1.0,1.0,697.0,,,Ciudad Universitaria,4294,1335000
2,h,Inmobiliaria Activa,19-08-2017,14.0,28029,3.0,1.0,2.0,,75,1960.0,Lavapiés,4294,625000
3,h,Inmobiliaria Gicoc,19-08-2017,14.0,28001,,,,,,,Paseo de la Castellana,4294,568000
4,h,Tecnocasa,19-08-2017,5.2,28027,4.0,2.0,2.0,,140,2016.0,Cuzco,11918,1315000
2,u,Vivienda2,19-08-2017,5.2,28028,2.0,1.0,1.0,,,,Malasaña,11918,505000
2,t,Vivienda2,19-08-2017,5.2,28018,2.0,2.0,1.0,,90,2015.0,Hortaleza,11918,695000
3,h,Housell,19-08-2017,5.2,28027,3.0,1.0,1.0,277.0,,,Embajadores,11918,905000
1,u,Remax,19-08-2017,4.0,28030,1.0,1.0,1.0,682.0,34,1980.0,Puente de Vallecas,5533,320000
1,u,Inmobiliaria MetroCuadrado,19-08-2017,4.0,28006,1.0,1.0,0.0,,43,2014.0,Malasaña,5533,360000
2,h,Remax,19-08-2017,4.0,28012,2.0,1.0,0.0,,,1880.0,Chamartín,5533,910000
5,h,Inmobiliaria Gicoc,19-08-2017,5.2,28012,5.0,3.0,1.0,,233,2004.0,Centro,7082,1450000
2,t,Donpiso,19-08-2017,5.2,28020,2.0,1.0,1.0,,75,2009.0,Moratalaz,7082,580000
2,t,Inmobiliaria Habita2,19-08-2017,5.2,28024,2.0,1.0,1.0,,92,2014.0,Ciudad Lineal,7082,650000
3,h,Inmobiliaria Barreras,19-08-2017,10.8,28021,3.0,1.0,1.0,757.0,,,Salamanca,4480,1230000
4,h,Inmobiliaria Gicoc,19-08-2017,10.8,28020,4.0,2.0,2.0,602.0,170,1970.0,Arganzuela,4480,1240000
4,h,Inmobiliaria Activa,19-08-2017,12.1,28028,3.0,2.0,2.0,,245,1990.0,Hortaleza,10175,1020000
3,h,Redpiso,19-08-2017,12.1,28031,3.0,1.0,2.0,896.0,139,1965.0,San Blas-Canillejas,10175,1234000
3,h,Century 21,19-08-2017,10.4,28001,3.0,2.0,2.0,708.0,,,Chamberí,5678,1588000
3,h,Inmobiliaria Don Piso,19-08-2017,14.7,28026,4.0,2.0,2.0,788.0,108,1960.0,Barajas,4048,1000000
3,h,Century 21,19-08-2017,7.7,28006,3.0,2.0,2.0,,205,1940.0,Barajas,8920,1901000
4,h,Inmobiliaria Don Piso,19-08-2017,7.7,28028,4.0,3.0,2.0,,224,1935.0,Paseo de la Castellana,8920,2600000
3,u,Gilmar,19-08-2017,7.7,28005,3.0,2.0,2.0,,,1994.0,Moratalaz,8920,905000
4,h,Tecnocasa,19-08-2017,16.6,28022,4.0,2.0,4.0,688.0,175,1970.0,Ciudad Universitaria,1889,650000
5,h,Inmobiliaria Activa,19-08-2017,8.4,28017,5.0,2.0,4.0,692.0,,,Villaverde,3265,2550000
3,h,Century 21,19-08-2017,8.4,28008,3.0,2.0,2.0,,150,1900.0,Cuzco,3265,1750000
2,h,Inmobiliaria Activa,19-08-2017,1.6,28014,,,,,,,Embajadores,6786,956000
2,h,Inmobiliaria Fincas Asesoria,19-08-2017,3.5,28011,2.0,1.0,,158.0,112,1890.0,Retiro,3106,1540000
3,u,Inmobiliaria Grupo Fincasa,19-08-2017,10.1,28022,3.0,2.0,2.0,,,,Villa de Vallecas,7822,1077000
2,u,Inmobiliaria Novo,19-08-2017,10.1,28030,2.0,1.0,2.0,,67,1972.0,Embajadores,7822,732500
3,h,Inmobiliaria Soluciones,19-08-2017,14.8,28015,3.0,2.0,3.0,660.0,,,Fuencarral-El Pardo,7719,700000
3,u,Inmobiliaria Don Piso,19-08-2017,31.2,28018,3.0,2.0,2.0,,,1999.0,Lavapiés,1989,682500
2,h,Inmobiliaria Grupo Fincasa,19-08-2017,7.8,28001,2.0,1.0,1.0,,111,1915.0,Arganzuela,6923,1160000
3,h,Inmobiliaria Novo,19-08-2017,8.7,28017,3.0,2.0,1.0,,,,Villaverde,5051,1390000
5,h,Housell,19-08-2017,8.7,28028,5.0,4.0,2.0,554.0,312,2017.0,Salamanca,5051,2450000
3,h,Alfa Inmobiliaria,19-08-2017,11.7,28016,3.0,1.0,,,,,Vicálvaro,3582,1259000
3,h,Inmobiliaria Don Piso,19-08-2017,27.0,28027,3.0,1.0,1.0,650.0,138,1960.0,Hortaleza,2076,710000
2,u,Inmobiliaria Bankia,19-08-2017,17.9,28025,2.0,1.0,1.0,,,1965.0,Ciudad Universitaria,9758,681000
2,t,Inmobiliaria Proincasa,19-08-2017,17.9,28006,2.0,2.0,1.0,836.0,112,2009.0,Paseo de la Castellana,9758,955000
3,h,Inmobiliaria Habita2,19-08-2017,17.9,28030,3.0,1.0,1.0,584.0,133,1960.0,Carabanchel,9758,1230000
5,h,Inmobiliaria Interlar,19-08-2017,17.5,28020,5.0,2.0,2.0,402.0,177,1980.0,La Latina,2727,883300
3,h,Inmobiliaria Habita2,19-08-2017,17.5,28017,3.0,1.0,2.0,532.0,114,1975.0,Latina,2727,790000
2,h,Vivienda2,19-08-2017,16.7,28005,2.0,1.0,1.0,,,2000.0,Lavapiés,5837,753000
2,u,Vivienda2,19-08-2017,16.7,28018,,,,,,,Chamartín,5837,615000
3,h,Inmobiliaria Activa,19-08-2017,3.6,28006,,,,,,,Cuzco,2954,1890000
3,h,Look & Find,19-08-2017,3.6,28004,3.0,3.0,1.0,,,,Lavapiés,2954,1457500
3,t,Inmobiliaria Proincasa,19-08-2017,3.6,28025,3.0,2.0,1.0,,,,Puente de Vallecas,2954,1330000
2,h,Inmobiliaria Grupo Fincasa,19-08-2017,3.6,28025,2.0,1.0,,146.0,104,1890.0,Ciudad Lineal,2954,1310000
5,h,Tecnocasa,19-08-2017,3.6,28002,5.0,2.0,0.0,,239,1910.0,Cuzco,2954,3900000
3,h,Idealista,19-08-2017,6.7,28019,3.0,1.0,1.0,379.0,107,1910.0,Tetuán,11204,880000
2,t,Inmobiliaria Proincasa,19-08-2017,6.7,28029,,,,,,,Chueca,11204,630000
3,h,Gilmar,19-08-2017,6.7,28030,3.0,1.0,2.0,392.0,98,1920.0,Cuzco,11204,1070000
5,h,Inmobiliaria Don Piso,19-08-2017,6.7,28006,5.0,3.0,4.0,900.0,180,1888.0,La Latina,11204,1500000
4,h,Inmobiliaria Proincasa,19-08-2017,6.7,28022,4.0,2.0,1.0,430.0,155,1920.0,Moncloa-Aravaca,11204,1085000
3,h,Century 21,19-08-2017,6.7,28011,3.0,1.0,1.0,,,,Vicálvaro,11204,1010000
3,h,Tecnocasa,19-08-2017,6.7,28015,3.0,1.0,3.0,,,1925.0,Villaverde,3445,864000
1,u,Inmobiliaria Interlar,19-08-2017,2.0,28028,,,,,,,Carabanchel,4553,550000
4,h,Inmobiliaria Grupo Fincasa,19-08-2017,20.6,28002,4.0,2.0,2.0,480.0,,,La Latina,15510,640000
4,h,Inmobiliaria Grupo Fincasa,19-08-2017,20.6,28011,4.0,2.0,1.0,,,2002.0,Latina,15510,477000
3,h,Inmobiliaria Fincas Asesoria,19-08-2017,20.6,28029,3.0,1.0,0.0,947.0,132,1972.0,Centro,15510,582500
4,h,Inmobiliaria Barreras,19-08-2017,20.6,28008,4.0,2.0,2.0,312.0,148,2015.0,Ciudad Universitaria,15510,480000
2,t,Donpiso,19-08-2017,20.6,28015,2.0,1.0,2.0,,,2012.0,Latina,15510,358000
4,h,Vivienda2,19-08-2017,20.6,28016,4.0,2.0,2.0,484.0,159,2009.0,La Latina,15510,523000
3,h,Inmobiliaria Zome,19-08-2017,20.6,28010,3.0,2.0,1.0,321.0,150,2013.0,Vicálvaro,15510,485000
4,h,Alfa Inmobiliaria,19-08-2017,20.6,28010,4.0,2.0,2.0,511.0,,,Tetuán,15510,800000
4,h,Inmobiliaria Novo,19-08-2017,20.6,28032,4.0,2.0,2.0,448.0,,,Chueca,15510,632000
3,h,Inmobiliaria Grupo Fincasa,19-08-2017,34.7,28007,3.0,2.0,2.0,,129,1975.0,Villaverde,7680,545000
4,h,Engel & Völkers,19-08-2017,23.0,28016,4.0,2.0,2.0,1880.0,255,1947.0,Moncloa-Aravaca,11925,1152000
3,h,Gilmar,19-08-2017,14.0,28008,3.0,1.0,2.0,560.0,108,1965.0,Chamartín,2246,475000
3,h,Look & Find,19-08-2017,24.7,28024,3.0,2.0,1.0,,137,2012.0,Fuencarral-El Pardo,10894,558000
3,h,Inmobiliaria Fincas Asesoria,19-08-2017,24.7,28020,3.0,1.0,1.0,,,,Vicálvaro,10894,789000
3,h,Alfa Inmobiliaria,19-08-2017,14.8,28025,3.0,1.0,2.0,712.0,,,San Blas-Canillejas,6388,635000
3,h,Redpiso,19-08-2017,21.8,28019,3.0,2.0,2.0,,179,1986.0,Villaverde,4258,740000
3,h,Inmobiliaria Soluciones,19-08-2017,22.2,28001,3.0,2.0,2.0,534.0,,,Moratalaz,3940,871000
4,h,Vivienda2,19-08-2017,22.2,28004,4.0,2.0,2.0,364.0,210,1995.0,Moncloa-Aravaca,3940,970000
2,u,Inmobiliaria La Playa,19-08-2017,1.4,28032,,,,,,,Salamanca,4707,430000
4,h,Inmobiliaria Habita2,19-08-2017,12.4,28016,4.0,2.0,1.0,650.0,,,Embajadores,9028,1200000
3,h,Donpiso,19-08-2017,12.4,28019,3.0,1.0,2.0,723.0,,,Villa de Vallecas,9028,1410000
4,t,Gilmar,19-08-2017,14.3,28006,4.0,3.0,2.0,,280,2009.0,Chamberí,10999,980000
3,t,Tecnocasa,19-08-2017,14.3,28029,3.0,2.0,2.0,,141,2010.0,Malasaña,10999,920000
4,h,Inmobiliaria Proincasa,19-08-2017,14.3,28002,4.0,3.0,2.0,654.0,,,Barajas,10999,1320000
3,h,Housell,19-08-2017,14.3,28016,3.0,2.0,2.0,,,,Lavapiés,10999,900000
3,h,Remax,19-08-2017,14.3,28007,3.0,1.0,2.0,656.0,,,Retiro,10999,1408000
5,h,Idealista,19-08-2017,16.1,28016,,,,,,,Fuencarral-El Pardo,4790,1900000
4,h,Inmobiliaria NuevaVida,19-08-2017,16.1,28030,4.0,2.0,2.0,375.0,254,1998.0,Hortaleza,4790,1200000
3,h,Inmobiliaria Gicoc,19-08-2017,16.1,28012,3.0,2.0,2.0,243.0,150,2012.0,Chamberí,4790,988000
3,h,Inmobiliaria Zome,19-08-2017,25.9,28029,3.0,2.0,2.0,,153,2000.0,Lavapiés,7254,472000
3,h,Remax,19-08-2017,28.8,28031,,,,,,,Ciudad Universitaria,3533,457000
3,h,Tecnocasa,19-08-2017,28.8,28015,3.0,1.0,2.0,,105,2011.0,Ciudad Universitaria,3533,451000
3,h,Redpiso,19-08-2017,8.9,28012,3.0,2.0,2.0,780.0,,,Chueca,1651,1925000
3,h,Inmobiliaria Bankia,19-08-2017,27.0,28007,3.0,1.0,3.0,694.0,136,1975.0,Embajadores,2546,875000
3,h,Inmobiliaria Gicoc,19-08-2017,27.0,28030,3.0,2.0,2.0,,126,1950.0,Fuencarral-El Pardo,2546,995000
4,h,Inmobiliaria Interlar,19-08-2017,7.2,28020,4.0,2.0,1.0,,,,Embajadores,4898,2350000
2,u,Inmobiliaria Activa,19-08-2017,7.2,28004,2.0,1.0,2.0,,77,2002.0,La Latina,4898,566000
1,u,Inmobiliaria Activa,19-08-2017,7.2,28004,,,,,,,Fuencarral-El Pardo,4898,330000
3,h,Inmobiliaria Zome,19-08-2017,7.2,28023,3.0,2.0,1.0,346.0,180,1890.0,Vicálvaro,4898,2105000
4,h,Inmobiliaria Tecnorete,19-08-2017,7.2,28016,4.0,2.0,1.0,390.0,120,1920.0,Hortaleza,4898,2410000
3,h,Inmobiliaria NuevaVida,19-08-2017,18.0,28027,3.0,2.0,2.0,868.0,135,1980.0,Chamberí,6990,810000
3,h,Inmobiliaria Gicoc,19-08-2017,18.0,28012,3.0,1.0,1.0,,,,Puente de Vallecas,2346,901000
6,h,Vivienda2,19-08-2017,18.0,28020,6.0,3.0,4.0,966.0,332,1990.0,Hortaleza,2346,1115000
2,u,Redpiso,19-08-2017,7.2,28022,2.0,1.0,1.0,,,,Paseo de la Castellana,8989,521000
3,h,Inmobiliaria Tecnorete,19-08-2017,7.2,28015,3.0,1.0,2.0,1730.0,152,2001.0,Fuencarral-El Pardo,8989,1380000
3,h,Inmobiliaria Novo,19-08-2017,19.6,28002,3.0,2.0,3.0,,177,2008.0,Moncloa-Aravaca,10926,600000
3,h,Inmobiliaria La Playa,19-08-2017,19.6,28010,3.0,2.0,2.0,,161,2011.0,Moncloa-Aravaca,10926,631000
3,h,Inmobiliaria Activa,19-08-2017,19.6,28007,3.0,1.0,2.0,553.0,,1980.0,Paseo de la Castellana,10926,678000
4,h,Inmobiliaria Soluciones,19-08-2017,19.6,28020,4.0,2.0,2.0,647.0,,,San Blas-Canillejas,10926,681000
2,u,Inmobiliaria Gicoc,19-08-2017,7.5,28020,2.0,1.0,1.0,,82,1960.0,Embajadores,9264,485000
4,h,Inmobiliaria La Playa,19-08-2017,7.5,28017,4.0,4.0,3.0,543.0,259,2015.0,Latina,9264,1600000
4,h,Inmobiliaria Zome,19-08-2017,7.5,28004,4.0,2.0,2.0,,,2011.0,Lavapiés,9264,2053000
2,u,Inmobiliaria La Playa,19-08-2017,5.7,28019,,,,,,,Tetuán,2970,580000
4,h,Inmobiliaria Soluciones,19-08-2017,5.7,28019,4.0,2.0,2.0,485.0,133,1920.0,Moncloa-Aravaca,2970,1280000
4,h,Remax,19-08-2017,13.1,28020,4.0,1.0,2.0,687.0,,,Villaverde,5070,874000
3,h,Idealista,19-08-2017,24.8,28015,3.0,1.0,0.0,720.0,,,Vicálvaro,10788,770000
3,u,Inmobiliaria NuevaVida,19-08-2017,24.8,28031,3.0,2.0,2.0,,,,Chueca,10788,673000
4,h,Inmobiliaria Novo,19-08-2017,24.8,28013,4.0,3.0,4.0,793.0,225,1980.0,Chamartín,10788,875000
1,t,Housell,19-08-2017,2.1,28024,1.0,1.0,1.0,782.0,67,1998.0,Latina,5825,580000
3,h,Inmobiliaria Fincas Asesoria,19-08-2017,2.1,28014,3.0,2.0,,205.0,106,1885.0,Embajadores,5825,2478000
3,h,Idealista,19-08-2017,3.6,28012,3.0,1.0,1.0,,,1880.0,Malasaña,6244,1490000
3,t,Inmobiliaria NuevaVida,19-08-2017,3.4,28031,3.0,2.0,2.0,459.0,153,2003.0,Puente de Vallecas,3593,1017500
2,h,Vivienda2,19-08-2017,5.1,28029,2.0,1.0,1.0,241.0,91,1915.0,Carabanchel,7570,942000
3,h,Inmobiliaria NuevaVida,19-08-2017,5.1,28014,3.0,2.0,0.0,495.0,,,Latina,7570,1320000
2,h,Inmobiliaria Don Piso,19-08-2017,15.4,28027,2.0,1.0,1.0,,97,1970.0,Retiro,4385,976000
3,h,Inmobiliaria Don Piso,19-08-2017,38.0,28032,3.0,2.0,1.0,539.0,,1971.0,Vicálvaro,17055,550000
3,h,Donpiso,19-08-2017,38.0,28030,3.0,2.0,2.0,595.0,,,Villaverde,17055,690000
4,h,Inmobiliaria La Playa,19-08-2017,38.0,28030,4.0,2.0,2.0,,239,1988.0,Moratalaz,7566,975000
2,h,Inmobiliaria Habita2,19-08-2017,7.3,28005,2.0,1.0,1.0,151.0,,,Usera,10412,708000
3,h,Tecnocasa,19-08-2017,7.3,28015,3.0,1.0,2.0,403.0,124,1960.0,Latina,10412,1300000
2,h,Alfa Inmobiliaria,19-08-2017,7.3,28031,2.0,1.0,2.0,,107,1990.0,Ciudad Lineal,10412,820000
2,u,Inmobiliaria Tecnorete,19-08-2017,7.3,28017,2.0,1.0,1.0,,75,1965.0,Chueca,10412,583000
3,h,Gilmar,19-08-2017,7.3,28011,3.0,1.0,1.0,316.0,111,1940.0,La Latina,10412,1307500
2,u,Remax,19-08-2017,7.3,28021,2.0,1.0,1.0,,,,Vicálvaro,10412,552000
3,h,Inmobiliaria Bankia,19-08-2017,7.3,28005,3.0,2.0,1.0,303.0,150,1940.0,Puente de Vallecas,10412,1390000
3,h,Look & Find,19-08-2017,16.7,28025,3.0,1.0,1.0,782.0,102,1960.0,Chamberí,15321,1310000
5,h,Engel & Völkers,19-08-2017,16.7,28027,5.0,2.0,1.0,651.0,124,1970.0,Ciudad Lineal,15321,1285000
4,h,Inmobiliaria Soluciones,19-08-2017,16.7,28019,4.0,2.0,2.0,768.0,169,1970.0,Lavapiés,15321,1292000
3,h,Vivienda2,19-08-2017,16.7,28019,3.0,2.0,3.0,733.0,,,San Blas-Canillejas,15321,1300000
4,h,Inmobiliaria MetroCuadrado,19-08-2017,16.7,28012,4.0,1.0,1.0,654.0,,,Ciudad Lineal,15321,1155000
4,h,Engel & Völkers,19-08-2017,11.2,28031,4.0,3.0,3.0,708.0,175,2007.0,Puente de Vallecas,8870,831000
2,u,Inmobiliaria Soluciones,19-08-2017,11.2,28007,2.0,1.0,2.0,,107,1960.0,Embajadores,8870,379500
3,h,Inmobiliaria Novo,19-08-2017,11.2,28017,3.0,1.0,1.0,308.0,93,1950.0,Villaverde,8870,570000
2,h,Look & Find,19-08-2017,11.2,28012,2.0,1.0,4.0,712.0,82,1970.0,Embajadores,8870,805000
3,t,Inmobiliaria NuevaVida,19-08-2017,11.2,28006,3.0,2.0,1.0,,,2011.0,Salamanca,8870,587000
4,h,Tecnocasa,19-08-2017,12.9,28021,4.0,2.0,2.0,462.0,212,2008.0,Lavapiés,1071,931000
4,h,Housell,19-08-2017,16.1,28017,4.0,2.0,1.0,,,,Moncloa-Aravaca,8524,897000
4,h,Inmobiliaria La Playa,19-08-2017,20.4,28021,4.0,2.0,2.0,,,,Moratalaz,4864,1380000
3,h,Idealista,19-08-2017,20.4,28014,,,,,,,Chueca,4864,485000
4,h,Inmobiliaria Proincasa,19-08-2017,20.4,28016,4.0,2.0,2.0,,212,1990.0,Embajadores,4864,700000
3,h,Inmobiliaria MetroCuadrado,19-08-2017,11.2,28026,3.0,1.0,3.0,,,,Ciudad Universitaria,2606,800000
5,h,Redpiso,19-08-2017,13.8,28016,5.0,4.0,2.0,627.0,,,Embajadores,5454,2500000
2,h,Inmobiliaria Novo,19-08-2017,5.3,28025,2.0,1.0,,200.0,101,1890.0,Barajas,11308,1600000
1,u,Idealista,19-08-2017,5.3,28001,,,,,,,Moratalaz,11308,392000
2,u,Inmobiliaria Novo,19-08-2017,5.3,28014,2.0,1.0,1.0,,,,Fuencarral-El Pardo,11308,660000
4,h,Idealista,19-08-2017,5.3,28002,4.0,3.0,1.0,,265,1890.0,Ciudad Universitaria,11308,2300000
3,t,Inmobiliaria Bankia,19-08-2017,6.2,28026,3.0,2.0,2.0,,82,1975.0,Malasaña,6482,865000
2,u,Inmobiliaria Proincasa,19-08-2017,6.2,28020,,,,,,,Embajadores,6482,515000
3,h,Inmobiliaria MetroCuadrado,19-08-2017,6.2,28014,3.0,1.0,2.0,,98,1900.0,Malasaña,6482,1805000
3,t,Inmobiliaria Habita2,19-08-2017,6.2,28018,3.0,2.0,2.0,,,1962.0,Moncloa-Aravaca,6482,1375000
2,h,Inmobiliaria Fincas Asesoria,19-08-2017,6.2,28007,2.0,1.0,1.0,223.0,,,Salamanca,6482,1700000
5,h,Inmobiliaria Novo,19-08-2017,21.3,28026,5.0,3.0,2.0,779.0,,1975.0,Tetuán,3794,1825000
3,h,Inmobiliaria Bankia,19-08-2017,21.3,28017,3.0,1.0,1.0,715.0,,,Chueca,3794,1000000
3,h,Inmobiliaria Gicoc,19-08-2017,21.3,28017,,,,,,,Carabanchel,3794,1226000
3,t,Vivienda2,19-08-2017,8.9,28031,3.0,2.0,2.0,,142,2011.0,Retiro,2890,920000
3,h,Redpiso,19-08-2017,8.8,28022,3.0,1.0,2.0,,100,1954.0,Retiro,2674,845000
3,h,Inmobiliaria Zome,19-08-2017,16.0,28011,3.0,1.0,2.0,652.0,,,Tetuán,4794,1080000
3,h,Redpiso,19-08-2017,16.0,28019,3.0,2.0,1.0,703.0,,,Arganzuela,4794,2585000
5,h,Inmobiliaria La Playa,19-08-2017,16.0,28007,5.0,2.0,2.0,506.0,210,1950.0,Villaverde,4794,1225000
4,h,Housell,19-08-2017,18.0,28018,4.0,2.0,2.0,,,,Villa de Vallecas,5556,920000
4,h,Inmobiliaria Interlar,19-08-2017,18.0,28008,4.0,2.0,4.0,,,,Tetuán,5556,523500
4,h,Alfa Inmobiliaria,19-08-2017,18.0,28020,4.0,2.0,2.0,2002.0,,,Villa de Vallecas,5556,1111000
3,h,Inmobiliaria Activa,19-08-2017,18.0,28019,3.0,1.0,1.0,318.0,118,2003.0,Embajadores,5556,478000
4,h,Inmobiliaria Activa,19-08-2017,18.4,28006,4.0,2.0,2.0,,200,2000.0,Cuzco,13830,635000
3,h,Tecnocasa,19-08-2017,18.4,28004,3.0,1.0,2.0,538.0,112,1980.0,Carabanchel,13830,520000
4,h,Alfa Inmobiliaria,19-08-2017,18.4,28026,4.0,2.0,2.0,,175,1994.0,Hortaleza,13830,600000
2,h,Idealista,19-08-2017,12.3,28025,2.0,1.0,2.0,,,,Ciudad Universitaria,3145,1200000
2,u,Inmobiliaria Barreras,19-08-2017,12.3,28024,,,,,,,Moratalaz,768,455000
4,t,Alfa Inmobiliaria,19-08-2017,7.8,28015,4.0,2.0,2.0,,208,1995.0,Chamartín,5549,1302000
2,u,Housell,19-08-2017,7.8,28014,,,,,,,Vicálvaro,5549,722000
4,h,Inmobiliaria Interlar,19-08-2017,14.0,28007,4.0,3.0,1.0,693.0,120,1980.0,Villaverde,851,650000
3,t,Inmobiliaria Novo,19-08-2017,14.0,28029,3.0,1.0,2.0,,98,2009.0,Chamartín,851,435000
4,h,Inmobiliaria Grupo Fincasa,19-08-2017,15.5,28027,4.0,2.0,4.0,,170,1984.0,Embajadores,3656,715000
3,h,Inmobiliaria Novo,19-08-2017,15.5,28015,3.0,2.0,2.0,,,,Tetuán,3656,756001
4,h,Look & Find,19-08-2017,11.7,28019,4.0,2.0,2.0,633.0,,,Chueca,5629,981000
3,h,Inmobiliaria Proincasa,19-08-2017,11.7,28004,3.0,3.0,2.0,326.0,271,2012.0,Puente de Vallecas,5629,1295000
4,h,Gilmar,19-08-2017,11.7,28021,4.0,2.0,2.0,534.0,211,1970.0,Puente de Vallecas,5629,1250000
4,h,Inmobiliaria Zome,19-08-2017,11.7,28010,4.0,1.0,2.0,615.0,176,1964.0,San Blas-Canillejas,5629,986000
3,h,Inmobiliaria Grupo Fincasa,19-08-2017,11.7,28029,3.0,2.0,1.0,292.0,113,2013.0,Moratalaz,5629,620000
2,t,Inmobiliaria Interlar,19-08-2017,3.4,28022,2.0,1.0,1.0,,,1998.0,Carabanchel,5263,865000
3,h,Inmobiliaria Zome,19-08-2017,3.4,28005,,,,,,,Malasaña,5263,1206000
2,t,Inmobiliaria Soluciones,19-08-2017,3.4,28017,2.0,1.0,1.0,105.0,108,2005.0,La Latina,5263,841000
4,h,Remax,19-08-2017,5.4,28001,4.0,1.0,1.0,,,,Chamberí,10331,2536000
2,u,Redpiso,19-08-2017,5.4,28001,2.0,1.0,1.0,,103,1968.0,Usera,10331,901000
3,h,Century 21,19-08-2017,5.4,28006,3.0,2.0,4.0,,,,Moncloa-Aravaca,10331,1610000
2,u,Century 21,19-08-2017,5.4,28010,2.0,1.0,2.0,,,,Arganzuela,10331,575000
3,h,Alfa Inmobiliaria,19-08-2017,5.4,28012,3.0,1.0,2.0,372.0,126,1905.0,Cuzco,10331,2180000
4,h,Inmobiliaria Proincasa,19-08-2017,5.4,28030,4.0,2.0,3.0,792.0,,,Embajadores,10331,4000000
